originalName	newName
Hypericum sphaero	Hypericum sphaerocarpum
Hypochoeris achyrophorus	Hypochaeris achyrophorus
Hypochoeris caespitosa	Hypochaeris caespitosa
Hypochoeris cretensis	Hypochaeris cretensis
Hypochoeris lanata	Hypochaeris lanata
Icacina claessensi	Icacina claessensii
Impatiens wallerana	Impatiens walleriana
Iseilema ventakeswarlui	Iseilema venkateswarlui
Jasminum meyeri	Jasminum meyeri-johannis
Jessenia vatua	Jessenia bataua
Jumellea filicornoides	Jumellea filicornuides
Kalanchoe fernandesi	Kalanchoe fernandesii
Kandelia rheedii	Kandelia rheedei
Kokoona ovato	Kokoona ovatolanceolata
Larix russica	Larix rossica
Lasiurus sindicus	Lasiurus scindicus
Laurelia novae	Laurelia novae-zelandiae
Laurelia novaezelandiae	Laurelia novae-zelandiae
Lebrunia busbaie	Lebrunia bushaie
Leea coccinia	Leea coccinea
Lefebvrea brevipes	Lefeburia brevipes
Lepionopsis ternatensis	Lepiniopsis ternatensis
Leptopus radicans	Lepturus radicans
Licania urseolaris	Licania urceolaris
Lindernia nummulariaefolia	Lindernia nummulariifolia
Lithocarpus cauditifolius	Lithocarpus caudatifolius
Lithocarpus fenestrata	Lithocarpus fenestratus
Lithrea caustica	Lithraea caustica
Litsea cassiaefolia	Litsea cassiifolia
Macfadyena unguis	Macfadyena unguis-cati
Machilus breviftora	Machilus breviflora
Magnolia liliflora	Magnolia liliiflora
Markhamia cauda	Markhamia cauda-felina
Maytenus litoralis	Maytenus littoralis
Melastoma malabatricum	Melastoma malabathricum
Microcoelia macrorrhynchia	Microcoelia macrorrhynchium
Micropholis williami	Micropholis williamii
Miscanthus chinensis	Miscanthus sinensis
Mollinedia tridentata	Mollinedia dentata
Monadenium lugardae	Monadenium lugardiae
Monadenium mafingensis	Monadenium mafingense
Monotes adenophyllus	Monotes adenophylla
Monotropa hypophegea	Monotropa hypophega
Monroa squarrosa	Munroa squarrosa
Mouriria sagotiana	Mouriri sagotiana
Muhlenbergia hugelii	Muhlenbergia huegelii
Myrcianthes pseudo	Myrcianthes pseudomato
Nama dichotomum	Nama dichotoma
Naucleopsis mello	Naucleopsis mello-barretoi
Nephelium ramboutanake	Nephelium ramboutan-ake
Neurachne alopecuroidea	Panicum alopecuroidea
Nothocestrum brevifolia	Nothocestrum breviflorum
Nothofagus leoni	Nothofagus leonii
Nothofagus starkenborghi	Nothofagus starkenborghiorum
Nothopanax arboreum	Nothopanax arboreus
Nuphar intermedium	Nuphar intermedia
Nuphar spennerianum	Nuphar spenneriana
Nyctanthes arbor	Nyctanthes arbor-tristis
Nymphoides milnei	Nymphoides minima
Onopordon cynarocephalum	Onopordum cynarocephalum
Ophryosporus trisngularis	Ophryosporus triangularis
Pachystoma longifolia	Pachystroma longifolium
Paivaea langsdorffi	Paivaea langsdorffii
Pajanelia rheedii	Pajanelia rheedei
Palaquium regina	Palaquium regina-montium
Pandiaka rubro	Pandiaka rubro-lutea
Panicum reverchoni	Panicum reverchonii
Paractaenum novae	Paractaenum novae-hollandiae
Paropsia brazzeana	Paropsia brazzaeana
Paullinia ingaefolia	Paullinia ingifolia
Pedicularis asplenifolia	Pedicularis aspleniifolia
Pelargonium chamaedryfolium	Pelargonium chamaedrifolium
Pentagonia donnell	Pentagonia donnell-smithii
Pereskia diaz	Pereskia diaz-romeroana
Petalostemum candidum	Petalostemon candidus
Petrophila shirleyae	Petrophile shirleyae
Phagnalon graceum	Phagnalon graecum
Phoenix theophrastii	Phoenix theophrasti
Photinia fraseri	Pholidia fraseri
Pieris phillyreaefolia	Pieris phillyreifolia
Pimpinella kaessneri	Pimpinella kassneri
Piper amalugo	Piper amalago
Pinus pimula	Pinus pumila
Pinus clarisa	Pinus clausa
Picea engelmanni	Picea engelmannii
Pithecellobium glomerathum	Pithecellobium glomeratum
Pithecellobium unguiscati	Pithecellobium unguis-cati
Pithecellobium unquiscati	Pithecellobium unguis-cati
Plantago hawaiensis	Plantago hawaiiensis
Platanus hybrida	Platanus hybridus
Poa labillardieri	Poa labillardierei
Poa schimperana	Poa schimperiana
Podocarpus acutifolia	Podocarpus acutifolius
Poellnitzi rubriflora	Poellnitzia rubriflora
Pogonolobus reticulatum	Pogonolobus reticulatus
Podocarpus navilis	Podocarpus nivalis
Podocarpus lamberti	Podocarpus lambertii
Podocarpus grayi	Podocarpus grayae
Poa ochroleuca	Poa acroleuca
Poa ochralenca	Poa acroleuca
Polygala claessensii	Polygala classensii
Polygala exelliana	Polygala exelleana
Polypodium mantoniae	Polypodium cantoniense
Polystichum richardi	Polystichum richardii
Popowia oliverana	Popowia oliveriana
Prunus gazelle	Prunus gazelle-peninsulae
Pseudognaphalium sandvicensium	Pseudognaphalium sandwicensium
Pterocaulon alopecuroideum	Pterocaulon alopecuroides
Psychotria vindiflora	Psychotria viridiflora
Psychotria huatensis	Psychotria huantensis
Psychotria berteriana	Psychotria berteroana
Psittacanthus collum	Psittacanthus collum-cygni
Psidium guineens	Psidium guianense
Psidium guayava	Psidium guayana
Prunus vulgare	Cerasus vulgaris
Prunus macrocarpa	Prunus microcarpa
Prunus lyoni	Prunus lyonii
Pterocephalus lamiospermum	Pterocephalus lasiospermus
Ptychopyxis caput	Ptychopyxis caput-medusae
Pyrrosia nummulariifolia	Pyrrosia nummularifolia
Quercus florbunda	Quercus floribunda
Ranunculus eschscholtii	Ranunculus eschscholtzii
Ranunculus hilairea	Ranunculus hilarans
Ranunculus nicklesi	Ranunculus nicklesii
Ratibida hirta	Ratibida picta
Rauvolfia amsoniaefolia	Rauvolfia amsoniifolia
Rauwolfia macrophylla	Rauvolfia macrophylla
Rhamnidium oleocarpum	Rhamnidium elaeocarpum
Rhamnus betulaefolia	Rhamnus betulifolia
Rhamnus ludovici	Rhamnus ludovici-salvatoris
Ranunculus sessiflorus	Ranunculus sessiliflorus
Ranunculus borchers	Ranunculus borchers-kolbiae
Quercus rhysophylla	Quercus rysophylla
Quercus licifolia	Quercus ilicifolia
Quercus gambilii	Quercus gambelii
Quercus acata	Quercus acuta
Qercus mongolica	Quercus mongolica
Rhamnus persicaefolia	Rhamnus persicifolia
Rhamnus rhodopeus	Rhamnus rhodopea
Rhododendron praecox	Rhododendron praeclarum
Rhodoleia championi	Rhodoleia championii
Rhodostemonodaphne licanoides	Rhodostemonodaphne licanioides
Rhyssopterys timorensis	Ryssopterys timoriensis
Rubus alleghaniensis	Rubus allegheniensis
Saccharum benghalense	Saccharum bengalense
Sanicula europea	Sanicula europaea
Santaloides afzelii	Rourea minor
Satureia parviflora	Satureja parviflora
Satyrium rhynchantoides	Satyrium rhynchanthoides
Sateria palmifolia	Setaria palmifolia
Sabicea novo	Sabicea novo-granatensis
Saurauja heterosepala	Saurauia heterosepala
Saurauja nudiflora	Saurauia nudiflora
Saurauja roxburghii	Saurauia roxburghii
Saxifraga urbium	Saxifraga urbionica
Schizandra elongata	Schisandra elongata
Schlegelia sulfurea	Schlegelia sulphurea
Schmidtia kalihariensis	Schmidtia kalahariensis
Schoenoplectus duvalii	Schoenoplectus validus
Scorodocarpus borneesis	Scorodocarpus borneensis
Senecio lapsanoides	Senecio lampsanoides
Shorea havilandi	Shorea havilandii
Shorea shorea	Shorea thorelii
Silphium terebenthenaceum	Silphium terebinthinaceum
Sindoropsis le	Sindoropsis letestui
Senna formtaxonalicia	Senna alicia
Senna formtaxonartemisioides	Senna artemisioides
Senna formtaxonchatelainiana	Senna chatelainiana
Senna formtaxoncircinnata	Senna circinnata
Senna formtaxoncoriacea	Senna coriacea
Senna formtaxonfilifolia	Senna filifolia
Senna formtaxongawlerensis	Senna gawlerensis
Senna formtaxonglutinosa	Senna glutinosa
Senna formtaxonhelmsii	Senna helmsii
Senna formtaxonluerssenii	Senna luerssenii
Senna formtaxonmicrophylla	Senna microphylla
Senna formtaxonoligophylla	Senna oligophylla
Senna formtaxonpetiolaris	Senna petiolaris
Senna formtaxonpruinosa	Senna glutinosa
Senna formtaxonquadrifolia	Chamaecrista absus
Senna formtaxonsturtii	Senna sturtii
Senna formtaxonzygophylla	Eugenia zygophylla
Solanum sanctaecatharinae	Solanum sanctae-katharinae
Solanum stramonifolium	Solanum stramoniifolium
Sorghum purpureo	Sorghum purpureo-sericeum
Sphaeralcea grossulariaefolia	Sphaeralcea grossulariifolia
Sphedamnocarpus transvalicus	Sphedamnocarpus transvaalicus
Spinacea oleracea	Spinacia oleracea
Sporobolis clandenstina	Sporobolus clandestinus
Stenorrhynchus arechavaletsmii	Stenorrhynchos arechavaletanii
Sterculia tantraensis	Sterculia tannaensis
Stevia satureifolia	Stevia saturejifolia
Stewartia pseudocammellia	Stewartia pseudocamellia
Stipa krylovi	Stipa krylovii
Stipagrostis hochstetterana	Stipagrostis hochstetteriana
Strephonema pseudo	Strephonema pseudocola
Streptocarpus michelmorci	Streptocarpus michelmorei
Strophanthus nicholsoni	Strophanthus nicholsonii
Struthiopteris niponica	Struthiopteris nipponica
Stuckenia pectinatus	Stuckenia pectinata
Styrax grandifolia	Styrax grandifolius
Styrax suberifolium	Styrax suberifolius
Symplocos henscheli	Symplocos henschelii
Syngonium rayii	Syngonium rayi
Synsepalum glycydorum	Synsepalum glycydora
Syzygium caerasoideum	Syzygium cerasoides
Syzygium cleyeraefolium	Syzygium cleyerifolium
Tachigalia cavipes	Tachigali cavipes
Tachigalia paniculata	Tachigali paniculata
Tachigalia versicolor	Tachigali versicolor
Talauma hodgsoni	Talauma hodgsonii
Talinum crispatulatum	Talinum crispatulum
Talloma hodgsoni	Talauma hodgsonii
Tapinanthus dodoneifolius	Tapinanthus dodonaeifolius
Taraxacum alpestria	Taraxacum alpestre
Taraxacum erythrosperma	Taraxacum erythrospermum
Tectaria singaporeana	Tectaria singaporiana
Teijsmanniodendron kostermansi	Teijsmanniodendron kostermansii
Tetrapterys chamaecerasifolia	Tetrapteris chamaecerasifolia
Thelypteris goniopteris	Thelypteris oreopteris
Thylacium africanum	Thilachium africanum
Thymus serphyllum	Thymus serpyllum
Tovomita grande	Tovomita grandifolia
Tovomita weddelliana	Tovomita weddeliana
Trachypogon gouini	Trachypogon gouinii
Tricliceras longepedunculatum	Tricliceras longipedunculatum
Trigonella foenum	Trigonella foenum-graecum
Tuberaria globulariaefolia	Tuberaria globulariifolia
Urtica galeopsis	Urtica galeopsifolia
Uvaria affconfertiflora	Uvaria confertiflora
Vaccinium obovalis	Vaccinium obovalifolium
Vatica resina	Vatica ruminata
Vatica teysmarniana	Vatica teysmanniana
Veronica borinquensis	Vernonia borinquensis
Veronica hectorii	Veronica hectori
Veronica urticaefolia	Veronica urticifolia
Viburnum hartwegi	Viburnum hartwegii
Virola mollis	Virola mollissima
Vochisia guianensis	Vochysia guianensis
Xanthostemon confertiflorum	Xanthostemon confertiflorus
Xerochloa chiriboa	Xerochloa cheribon
Yucca shidigera	Yucca schidigera
Zanthoxylum clavaherculis	Zanthoxylum clava-herculis
Zephyranthes drummondi	Zephyranthes drummondii
Abacopteris multilineata	Pronephrium multilineata
Acanthochiton wrightii	Amaranthus wrightii
Achlaena piptostachya	Arthropogon piptostachyus
Actinomeris alternifolia	Verbesina alternifolia
Adelocaryum eoelestinum	Lindelofia eoelestinum
Adenopus breviflorus	Lagenaria breviflora
Adrastaea salicifolia	Hibbertia salicifolia
Aellenia auricula	Halothamnus auriculus
Aellenia autranii	Halothamnus autranii
Aellenia brachyphylla	Halothamnus brachyphylla
Aellenia glauca	Halothamnus glaucus
Aellenia hiemchuntica	Halothamnus hiemchuntica
Aellenia iliensis	Halothamnus iliensis
Aellenia lancifolia	Halothamnus lancifolius
Aellenia subaphylla	Halothamnus subaphylla
Afrardisia staudtii	Ardisia staudtii
Alcantarea regina	Vriesea regina
Alsophila bryophila	Cyathea bryophila
Alsophila cuspidata	Cyathea cuspidata
Althoffia lanigera	Trichospermum lanigera
Amblyopyrum muticum	Aegilops mutica
Amphilophis affinis	Bothriochloa affinis
Amphilophis intermedia	Bothriochloa intermedia
Amphineurion acuminatum	Aganosma acuminatum
Ancylobotrys amoena	Ancylobothrys amoena
Ancylobotrys pyriformis	Ancylobothrys pyriformis
Ancylobotrys tayloris	Ancylobothrys tayloris
Antenoron filiforme	Persicaria filiformis
Apama corymbosa	Thottea corymbosa
Aphanostylis mannii	Landolphia mannii
Arecastrum paramaca	Syagrus paramaca
Arecastrum sciaphila	Syagrus sciaphila
Argillochloa dasyclada	Festuca dasyclada
Atragene sibirica	Clematis sibirica
Aulomyrcia zetekiana	Myrcia zetekiana
Avenella flexuosa	Deschampsia flexuosa
Baccharidastrum triplinervium	Baccharis vulneraria
Balanocarpus heimii	Hopea heimiana
Balsamita major	Tanacetum major
Barbueia madagascariensis	Barbeuia madagascariensis
Baumiella imbricata	Afrocarum imbricatum
Beckeropsis uniseta	Pennisetum unisetum
Belotia campbellii	Trichospermum campbellii
Belotia mexicana	Trichospermum mexicana
Bernardinia fluminensis	Rourea fluminensis
Betonica alopecuros	Stachys alopecuros
Betonica officinalis	Stachys officinalis
Blaeria filago	Erica filago
Blaeria kingaensis	Erica kingaensis
Brachycome ciliocarpa	Brachyscome ciliocarpa
Brassaia actinophylla	Schefflera actinophylla
Brayulinea densa	Guilleminea densa
Bucklandia populnea	Exbucklandia populnea
Buettneria laevigata	Byttneria laevigata
Cacoucia barteri	Combretum platypterum
Caelospermum paniculatum	Coelospermum paniculatum
Callithronum damasonium	Cephalanthera damasonium
Callithronum longifolia	Cephalanthera longifolia
Campanulastrum americanum	Campanula americana
Campanumoea javanica	Codonopsis javanica
Canangium odoratum	Cananga odoratum
Caria mexicana	Carria mexicana
Catabrosella variegata	Colpodium variegatum
Celsia elata	Verbascum elata
Celsia orientalis	Verbascum orientalis
Cephaelis stipulacea	Chassalia blumeana
Ceratochloa carinata	Bromus carinatus
Ceratochloa cathartica	Bromus catharticus
Chamaecereus sylvestris	Echinopsis chamaecereus
Chascolytrum subaristatum	Briza subaristata
Chenolea arabica	Bassia arabica
Chenolea canariensis	Bassia canariensis
Chenolea diffusa	Bassia diffusa
Chirocalyx costaricensis	Erythrina costaricensis
Cicca pentandra	Phyllanthus pentandrus
Clavulina cinerea	Clavula cinerea
Clematopsis homblei	Clematis uhehensis
Clematopsis scabiosifolia	Clematis villosa
Clematopsis uhehensis	Clematis uhehensis
Clinelymus sibiricus	Elymus sibiricus
Cluytia abyssinica	Clutia abyssinica
Cluytia angustifolia	Clutia angustifolia
Coelopleurum lucidum	Angelica lucida
Colocynthis citrullus	Citrullus citrullus
Cooperia drummondii	Zephyranthes drummondii
Cooperia pedunculata	Zephyranthes pedunculata
Corozo oleifera	Elaeis oleifera
Corymborchis veratrifolia	Corymborkis veratrifolia
Courbonia glauca	Maerua glauca
Cratoxylon glaucescens	Cratoxylum glaucescens
Cryptangium densifolium	Lagenocarpus minarum
Cumulopuntia ignescens	Opuntia ignescens
Dactylina arctica	Dactylaena arctica
Dactylus glomeratus	Cynodon glomeratus
Daubentonia tripetii	Sesbania tripetii
Decussocarpus vitiensis	Nageia vitiensis
Deinacanthon urbanianum	Bromelia urbaniana
Diandrochloa namaquensis	Eragrostis namaquensis
Diandrochloa pusilla	Eragrostis pusilla
Dichostylis micheliana	Fimbristylis micheliana
Diplarrhena moraea	Diplarrena moraea
Dipterodendron costaricense	Dilodendron costaricense
Dizygotheca elegantissima	Schefflera elegantissima
Douglasia laevigata	Androsace laevigata
Dryoathyrium boryanum	Lunathyrium boryanum
Echinocarpus assamicus	Sloanea sterculiacea
Echinopsilon hyssopifolium	Bassia hyssopifolium
Elaecorpus bifidus	Elaeocarpus bifidus
Eleogiton fluitans	Isolepis fluitans
Enneastemon schweinfurthii	Monanthotaxis schweinfurthii
Erianthus fastigiatus	Eulalia fastigiata
Erianthus giganteus	Saccharum giganteum
Erianthus hostii	Saccharum strictum
Erianthus maximus	Saccharum maximum
Erianthus ravennae	Saccharum ravennae
Erianthus stenophyllus	Saccharum stenophyllum
Ericinella microdonta	Erica microdonta
Erythraea grandiflora	Centaurium grandiflora
Eucarya acuminata	Santalum acuminatum
Euchlaena mexicana	Zea mexicana
Euchlaena perennis	Zea perennis
Euphoria longana	Litchi longana
Euroschuinus falcatus	Euroschinus falcatus
Eurotia ceratoides	Krascheninnikovia ceratoides
Eurotia lanata	Krascheninnikovia ceratoides
Evodiopanax innovans	Gamblea innovans
Feijoa sellowiana	Acca sellowiana
Ferrocalamus rimosivaginus	Indocalamus rimosivaginus
Garidella nigellastrum	Nigella nigellastrum
Gauteria foliolata	Gaultheria foliolosa
Gayoides crispum	Herissantia crispum
Gelonium glomerulatum	Suregada glomerulata
Gerardia communis	Stenandrium communis
Gleditschia sinensis	Gleditsia sinensis
Gleissoloma marginatum	Geissoloma marginatum
Glycoxylon inophyllum	Pradosia inophylla
Godetia tenuifolia	Clarkia tenuifolia
Gossypianthus lanuginosus	Guilleminea lanuginosa
Gossypianthus rigidiflorus	Guilleminea rigidiflorus
Guilielma gasipaes	Bactris gasipaes
Gynandropsis gynandra	Cleome gynandra
Gynandropsis pentaphylla	Cleome pentaphylla
Gynandropsis speciosa	Cleome speciosa
Haemacanthus coccineus	Satanocrater coccineus
Halotis occulta	Halimocnemis occulta
Halotis pilosa	Halimocnemis pilosa
Halotis villosa	Halimocnemis villosa
Harnieria hygrophiloides	Justicia hygrophiloides
Helictosperma malacophylla	Heliosperma malacophylla
Hemicrepidospermum rhoifolium	Crepidospermum rhoifolium
Hemigramma decurrens	Tectaria decurrens
Heterodendrum oleifolium	Alectryon oleifolius
Hexastylis arifolia	Asarum arifolium
Heywoodiella oligocephala	Hypochaeris oligocephala
Hipphoe rhamoides	Hippion rhamoides
Homoglossum aureum	Gladiolus aureus
Hyalopoa pontica	Colpodium ponticum
Hydrodea cryptantha	Mesembryanthemum cryptanthum
Hypocylix kerneri	Salsola kerneri
Ipomaea nil	Ipomoea nil
Jarava ichu	Stipa ichu
Jarava juncoides	Stipa juncoides
Juncellus pannonicus	Cyperus pannonicus
Juncellus serotinus	Cyperus serotinus
Karroochloa curva	Rytidosperma curva
Karroochloa schismoides	Rytidosperma schismoides
Kengyilia pamirica	Elymus pamirica
Kohlrauschia prolifera	Petrorhagia prolifera
Kotchubaea semisericea	Kutchubaea semisericea
Labordia tinifolia	Geniostoma tinifolia
Lactarius rufus	Lactoris rufus
Languas galanga	Alpinia galanga
Lasiochloa longifolia	Tribolium hispidum
Lasiochloa obtusifolia	Tribolium obtusifolium
Lasiosiphon decaryi	Gnidia linearis
Lasiosiphon madagascariensis	Gnidia daphnaefolia
Lastrea limbosperma	Oreopteris limbosperma
Lastrea miqueliana	Oreopteris miqueliana
Latipes senegalensis	Leptothrium senegalense
Lepomis auritus	Leptis auritus
Lepomis cyanellus	Leptis cyanellus
Lepomis macrochirus	Leptis macrochirus
Leptochloopsis condensata	Uniola condensata
Leptochloopsis virgata	Uniola virgata
Leptoloma cognatum	Digitaria cognata
Lepturella aristata	Oropetium aristatum
Lepturella capensis	Oropetium capense
Leucopoa albida	Festuca albida
Limanthes striata	Limnanthes striata
Lisianthus densiflorus	Lisianthius densiflorus
Lochnera rosea	Catharanthus roseus
Lomelosia prolifera	Scabiosa prolifera
Londesia eriantha	Kirilowia eriantha
Lophopyrum elongatum	Elymus elongatus
Lophopyrum turcicum	Elymus elongatus
Lucuma valparadisaea	Pouteria valparadisaea
Lycopsis orientalis	Anchusa orientalis
Machaerocereus gummosus	Stenocereus gummosus
Macrocalyx nyctelea	Aetanthus nyctelea
Macroglena caudata	Trichomanes caudata
Maillardia pendula	Trophis pendula
Mapouria aegialodes	Psychotria aegialodes
Mapouria berizokae	Psychotria berizokae
Marumia nemorosa	Macrolenes nemorosa
Matueae trinerva	Matudaea trinervia
Melanodiscus oblongus	Glenniea oblongus
Mezoneuron benthamianum	Caesalpinia benthamianum
Micromeles alnifolia	Sorbus alnifolia
Micropeplis arachnoidea	Halogeton arachnoidea
Microstylis monophyllos	Malaxis monophyllos
Milletia dura	Millettia dura
Milusa lebei	Miliusa lebei
Mina lobata	Ipomoea lobata
Monantochloe acerosa	Monanthochloe acerosa
Mundula laxiflora	Mundulea laxiflora
Mycena strobilinoides	Mycetia strobilinoides
